reference_index,smiles,canonical_smiles,curation_status,parse_ok,canonical_roundtrip_ok,canonical_audit,molecular_formula,molecular_weight,heavy_atoms,components,formal_charge,radical_electrons,stereocenters,elements,B,P,N,Al,Si,canonical_match
262,Cc1cc(N(C)C)cc(CB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)n1,Cc1cc(N(C)C)cc(CB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)n1,keep,True,True,Cc1cc(N(C)C)cc(CB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)n1,C21H13BCl10N2,658.691,34,1,0,0,0,B;C;Cl;N,1,0,2,0,0,True
263,CC(C)(C)c1cccc(CCCCB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)n1,CC(C)(C)c1cccc(CCCCB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)n1,keep,True,True,CC(C)(C)c1cccc(CCCCB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)n1,C25H20BF10N,535.234,37,1,0,0,0,B;C;F;N,1,0,1,0,0,True
264,CC(C)(C)c1cccc(CCCCB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)n1,CC(C)(C)c1cccc(CCCCB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)n1,keep,True,True,CC(C)(C)c1cccc(CCCCB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)n1,C25H20BCl10N,699.784,37,1,0,0,0,B;C;Cl;N,1,0,1,0,0,True
265,Bc1ccccc1N1C(C)(C)CCCC1(C)C,Bc1ccccc1N1C(C)(C)CCCC1(C)C,keep,True,True,Bc1ccccc1N1C(C)(C)CCCC1(C)C,C15H24BN,229.176,17,1,0,0,0,B;C;N,1,0,1,0,0,True
266,CC1(C)CCCC(C)(C)N1c1ccccc1B(Cl)Cl,CC1(C)CCCC(C)(C)N1c1ccccc1B(Cl)Cl,keep,True,True,CC1(C)CCCC(C)(C)N1c1ccccc1B(Cl)Cl,C15H22BCl2N,298.066,19,1,0,0,0,B;C;Cl;N,1,0,1,0,0,True
267,CC1(C)CCCC(C)(C)N1c1ccccc1BCl,CC1(C)CCCC(C)(C)N1c1ccccc1BCl,keep,True,True,CC1(C)CCCC(C)(C)N1c1ccccc1BCl,C15H23BClN,263.621,18,1,0,0,0,B;C;Cl;N,1,0,1,0,0,True
268,CC1(C)CCCC(C)(C)N1c1ccccc1B(Cl)c1c(F)c(F)c(F)c(F)c1F,CC1(C)CCCC(C)(C)N1c1ccccc1B(Cl)c1c(F)c(F)c(F)c(F)c1F,keep,True,True,CC1(C)CCCC(C)(C)N1c1ccccc1B(Cl)c1c(F)c(F)c(F)c(F)c1F,C21H22BClF5N,429.669,29,1,0,0,0,B;C;Cl;F;N,1,0,1,0,0,True
269,CC1(C)CCCC(C)(C)N1c1ccccc1B(Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CC1(C)CCCC(C)(C)N1c1ccccc1B(Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,keep,True,True,CC1(C)CCCC(C)(C)N1c1ccccc1B(Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,C21H22BCl6N,511.944,29,1,0,0,0,B;C;Cl;N,1,0,1,0,0,True
270,CN(C)c1ccccc1B(Cl)Cl,CN(C)c1ccccc1B(Cl)Cl,keep,True,True,CN(C)c1ccccc1B(Cl)Cl,C8H10BCl2N,201.893,12,1,0,0,0,B;C;Cl;N,1,0,1,0,0,True
271,Bc1ccccc1N(C)C,Bc1ccccc1N(C)C,keep,True,True,Bc1ccccc1N(C)C,C8H12BN,133.003,10,1,0,0,0,B;C;N,1,0,1,0,0,True
272,CC(C)C1CCCC(C(C)C)N1CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,CC(C)C1CCCC(C(C)C)N1CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,keep,True,True,CC(C)C1CCCC(C(C)C)N1CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,C25H26BF10N,541.282,37,1,0,0,2,B;C;F;N,1,0,1,0,0,True
273,CC(C)C1CCCC(C(C)C)N1CCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CC(C)C1CCCC(C(C)C)N1CCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,keep,True,True,CC(C)C1CCCC(C(C)C)N1CCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,C25H26BCl10N,705.832,37,1,0,0,2,B;C;Cl;N,1,0,1,0,0,True
274,CC(C)C1CCCC(C(C)C)N1C(C)CB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,CC(C)C1CCCC(C(C)C)N1C(C)CB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,keep,True,True,CC(C)C1CCCC(C(C)C)N1C(C)CB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,C26H28BF10N,555.309,38,1,0,0,3,B;C;F;N,1,0,1,0,0,True
275,CC(C)C1CCCC(C(C)C)N1C(C)CB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CC(C)C1CCCC(C(C)C)N1C(C)CB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,keep,True,True,CC(C)C1CCCC(C(C)C)N1C(C)CB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,C26H28BCl10N,719.859,38,1,0,0,3,B;C;Cl;N,1,0,1,0,0,True
276,CC1CCCC(C)N1CCCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,CC1CCCC(C)N1CCCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,keep,True,True,CC1CCCC(C)N1CCCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,C22H20BF10N,499.201,34,1,0,0,2,B;C;F;N,1,0,1,0,0,True
277,CC1CCCC(C)N1CCCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CC1CCCC(C)N1CCCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,keep,True,True,CC1CCCC(C)N1CCCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,C22H20BCl10N,663.751,34,1,0,0,2,B;C;Cl;N,1,0,1,0,0,True
278,CC(C)(C)c1cccc(OB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)n1,CC(C)(C)c1cccc(OB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)n1,keep,True,True,CC(C)(C)c1cccc(OB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)n1,C21H12BF10NO,495.125,34,1,0,0,0,B;C;F;N;O,1,0,1,0,0,True
279,CC(C)(C)c1cccc(OB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)n1,CC(C)(C)c1cccc(OB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)n1,keep,True,True,CC(C)(C)c1cccc(OB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)n1,C21H12BCl10NO,659.675,34,1,0,0,0,B;C;Cl;N;O,1,0,1,0,0,True
280,CCC[CH2][Al]([CH2]CCC)[C](=CN1CCN(C)CC1)[Si](C)(C)C,CCC[CH2][Al]([CH2]CCC)[C](=CN1CCN(C)CC1)[Si](C)(C)C,keep,True,True,CCC[CH2][Al]([CH2]CCC)[C](=CN1CCN(C)CC1)[Si](C)(C)C,C18H39AlN2Si,338.592,22,1,0,0,0,Al;C;N;Si,0,0,2,1,1,True
281,CC(C)(C)C=[C](Pc1ccccc1)[Al]([CH]([Si](C)(C)C)[Si](C)(C)C)[CH]([Si](C)(C)C)[Si](C)(C)C,CC(C)(C)C=[C](Pc1ccccc1)[Al]([CH]([Si](C)(C)C)[Si](C)(C)C)[CH]([Si](C)(C)C)[Si](C)(C)C,keep,True,True,CC(C)(C)C=[C](Pc1ccccc1)[Al]([CH]([Si](C)(C)C)[Si](C)(C)C)[CH]([Si](C)(C)C)[Si](C)(C)C,C26H54AlPSi4,537.018,32,1,0,0,1,Al;C;P;Si,0,1,0,1,4,True
282,C[CH2][Al]([CH2]C)[C](=CC(C)(C)C)P(CC)c1ccccc1,C[CH2][Al]([CH2]C)[C](=CC(C)(C)C)P(CC)c1ccccc1,keep,True,True,C[CH2][Al]([CH2]C)[C](=CC(C)(C)C)P(CC)c1ccccc1,C18H30AlP,304.394,20,1,0,0,1,Al;C;P,0,1,0,1,0,True
283,C[CH2][Al]([CH2]C)[C](=CC(C)(C)C)P(CC)c1c(C)cc(C)cc1C,C[CH2][Al]([CH2]C)[C](=CC(C)(C)C)P(CC)c1c(C)cc(C)cc1C,keep,True,True,C[CH2][Al]([CH2]C)[C](=CC(C)(C)C)P(CC)c1c(C)cc(C)cc1C,C21H36AlP,346.475,23,1,0,0,1,Al;C;P,0,1,0,1,0,True
284,Cc1cc(C)c(P([C](=CC(C)(C)C)[Al]([C](C)(C)C)[C](C)(C)C)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P([C](=CC(C)(C)C)[Al]([C](C)(C)C)[C](C)(C)C)c2c(C)cc(C)cc2C)c(C)c1,keep,True,True,Cc1cc(C)c(P([C](=CC(C)(C)C)[Al]([C](C)(C)C)[C](C)(C)C)c2c(C)cc(C)cc2C)c(C)c1,C32H50AlP,492.708,34,1,0,0,0,Al;C;P,0,1,0,1,0,True
285,CC(C)(C)C=[C]([Al]([C](C)(C)C)[C](C)(C)C)P(c1ccccc1)c1ccccc1,CC(C)(C)C=[C]([Al]([C](C)(C)C)[C](C)(C)C)P(c1ccccc1)c1ccccc1,keep,True,True,CC(C)(C)C=[C]([Al]([C](C)(C)C)[C](C)(C)C)P(c1ccccc1)c1ccccc1,C26H38AlP,408.546,28,1,0,0,0,Al;C;P,0,1,0,1,0,True
286,Cc1cc(C)c(P([C](=Cc2ccccc2)[Al]([C](C)(C)C)[C](C)(C)C)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P([C](=Cc2ccccc2)[Al]([C](C)(C)C)[C](C)(C)C)c2c(C)cc(C)cc2C)c(C)c1,keep,True,True,Cc1cc(C)c(P([C](=Cc2ccccc2)[Al]([C](C)(C)C)[C](C)(C)C)c2c(C)cc(C)cc2C)c(C)c1,C34H46AlP,512.698,36,1,0,0,0,Al;C;P,0,1,0,1,0,True
287,C[C](C)(C)[Al]([C](=Cc1ccccc1)P(c1ccccc1)c1ccccc1)[C](C)(C)C,C[C](C)(C)[Al]([C](=Cc1ccccc1)P(c1ccccc1)c1ccccc1)[C](C)(C)C,keep,True,True,C[C](C)(C)[Al]([C](=Cc1ccccc1)P(c1ccccc1)c1ccccc1)[C](C)(C)C,C28H34AlP,428.536,30,1,0,0,0,Al;C;P,0,1,0,1,0,True
288,Cc1cc(C)c(C=[C]([Al]([C](C)(C)C)[C](C)(C)C)P(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(C=[C]([Al]([C](C)(C)C)[C](C)(C)C)P(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,keep,True,True,Cc1cc(C)c(C=[C]([Al]([C](C)(C)C)[C](C)(C)C)P(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,C37H52AlP,554.779,39,1,0,0,0,Al;C;P,0,1,0,1,0,True
289,Cc1cc(C)c(P([C](=Cc2ccccc2)[Al]([CH2]C(C)(C)C)[CH2]C(C)(C)C)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P([C](=Cc2ccccc2)[Al]([CH2]C(C)(C)C)[CH2]C(C)(C)C)c2c(C)cc(C)cc2C)c(C)c1,keep,True,True,Cc1cc(C)c(P([C](=Cc2ccccc2)[Al]([CH2]C(C)(C)C)[CH2]C(C)(C)C)c2c(C)cc(C)cc2C)c(C)c1,C36H50AlP,540.752,38,1,0,0,0,Al;C;P,0,1,0,1,0,True
290,CC(C)(C)[CH2][Al]([CH2]C(C)(C)C)[C](=Cc1ccccc1)P(c1ccccc1)c1ccccc1,CC(C)(C)[CH2][Al]([CH2]C(C)(C)C)[C](=Cc1ccccc1)P(c1ccccc1)c1ccccc1,keep,True,True,CC(C)(C)[CH2][Al]([CH2]C(C)(C)C)[C](=Cc1ccccc1)P(c1ccccc1)c1ccccc1,C30H38AlP,456.59,32,1,0,0,0,Al;C;P,0,1,0,1,0,True
291,Cc1cc(C)c(C=[C]([Al]([CH2]C(C)(C)C)[CH2]C(C)(C)C)P(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(C=[C]([Al]([CH2]C(C)(C)C)[CH2]C(C)(C)C)P(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,keep,True,True,Cc1cc(C)c(C=[C]([Al]([CH2]C(C)(C)C)[CH2]C(C)(C)C)P(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,C39H56AlP,582.833,41,1,0,0,0,Al;C;P,0,1,0,1,0,True
292,CC[C](=C(CC)P(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C)[Al]([C](C)(C)C)[C](C)(C)C,CC[C](=C(CC)P(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C)[Al]([C](C)(C)C)[C](C)(C)C,keep,True,True,CC[C](=C(CC)P(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C)[Al]([C](C)(C)C)[C](C)(C)C,C32H50AlP,492.708,34,1,0,0,0,Al;C;P,0,1,0,1,0,True
293,CC[C](=C(CC)P(c1ccccc1)c1ccccc1)[Al]([C](C)(C)C)[C](C)(C)C,CC[C](=C(CC)P(c1ccccc1)c1ccccc1)[Al]([C](C)(C)C)[C](C)(C)C,keep,True,True,CC[C](=C(CC)P(c1ccccc1)c1ccccc1)[Al]([C](C)(C)C)[C](C)(C)C,C26H38AlP,408.546,28,1,0,0,0,Al;C;P,0,1,0,1,0,True
294,CN1c2c(B(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cccc2C(C)(C)c2cccc(B(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c21,CN1c2c(B(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cccc2C(C)(C)c2cccc(B(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c21,keep,True,True,CN1c2c(B(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cccc2C(C)(C)c2cccc(B(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c21,C48H27B2F24N,1095.327,75,1,0,0,0,B;C;F;N,2,0,1,0,0,True
295,CN1c2c(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)cccc2C(C)(C)c2cccc(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)c21,CN1c2c(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)cccc2C(C)(C)c2cccc(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)c21,keep,True,True,CN1c2c(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)cccc2C(C)(C)c2cccc(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)c21,C40H15B2F20N,911.151,63,1,0,0,0,B;C;F;N,2,0,1,0,0,True
296,CN1c2c(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)cccc2C(C)(C)c2cccc(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c21,CN1c2c(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)cccc2C(C)(C)c2cccc(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c21,keep,True,True,CN1c2c(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)cccc2C(C)(C)c2cccc(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c21,C40H15B2Cl20N,1240.251,63,1,0,0,0,B;C;Cl;N,2,0,1,0,0,True
297,ClB(c1ccccc1Cl)c1ccccc1P(C1CCCCC1)C1CCCCC1,ClB(c1ccccc1Cl)c1ccccc1P(C1CCCCC1)C1CCCCC1,keep,True,True,ClB(c1ccccc1Cl)c1ccccc1P(C1CCCCC1)C1CCCCC1,C24H30BCl2P,431.196,28,1,0,0,0,B;C;Cl;P,1,1,0,0,0,True
298,Clc1cccc(Cl)c1B(c1ccccc1P(C1CCCCC1)C1CCCCC1)c1c(Cl)cccc1Cl,Clc1cccc(Cl)c1B(c1ccccc1P(C1CCCCC1)C1CCCCC1)c1c(Cl)cccc1Cl,keep,True,True,Clc1cccc(Cl)c1B(c1ccccc1P(C1CCCCC1)C1CCCCC1)c1c(Cl)cccc1Cl,C30H32BCl4P,576.184,36,1,0,0,0,B;C;Cl;P,1,1,0,0,0,True
