reference_index,smiles,canonical_smiles,curation_status,parse_ok,canonical_roundtrip_ok,canonical_audit,molecular_formula,molecular_weight,heavy_atoms,components,formal_charge,radical_electrons,stereocenters,elements,B,P,N,Al,Si,canonical_match
133,Cc1cc(C(C)(C)C)cc(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c1P(c1ccccc1)c1ccccc1,Cc1cc(C(C)(C)C)cc(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c1P(c1ccccc1)c1ccccc1,keep,True,True,Cc1cc(C(C)(C)C)cc(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c1P(c1ccccc1)c1ccccc1,C35H24BF10P,676.343,47,1,0,0,0,B;C;F;P,1,1,0,0,0,True
134,Cc1cc(C(C)(C)C)cc(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1P(c1ccccc1)c1ccccc1,Cc1cc(C(C)(C)C)cc(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1P(c1ccccc1)c1ccccc1,keep,True,True,Cc1cc(C(C)(C)C)cc(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1P(c1ccccc1)c1ccccc1,C35H24BCl10P,840.893,47,1,0,0,0,B;C;Cl;P,1,1,0,0,0,True
135,Cc1cc(C)c(P(c2c(C)cc(C)cc2C)c2c(C)cc(-c3ccccc3)cc2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,Cc1cc(C)c(P(c2c(C)cc(C)cc2C)c2c(C)cc(-c3ccccc3)cc2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,keep,True,True,Cc1cc(C)c(P(c2c(C)cc(C)cc2C)c2c(C)cc(-c3ccccc3)cc2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,C43H32BF10P,780.495,55,1,0,0,0,B;C;F;P,1,1,0,0,0,True
136,Cc1cc(C)c(P(c2c(C)cc(C)cc2C)c2c(C)cc(-c3ccccc3)cc2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,Cc1cc(C)c(P(c2c(C)cc(C)cc2C)c2c(C)cc(-c3ccccc3)cc2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,keep,True,True,Cc1cc(C)c(P(c2c(C)cc(C)cc2C)c2c(C)cc(-c3ccccc3)cc2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,C43H32BCl10P,945.045,55,1,0,0,0,B;C;Cl;P,1,1,0,0,0,True
137,Cc1cc(-c2ccccc2)cc(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c1P(c1ccccc1)c1ccccc1,Cc1cc(-c2ccccc2)cc(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c1P(c1ccccc1)c1ccccc1,keep,True,True,Cc1cc(-c2ccccc2)cc(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c1P(c1ccccc1)c1ccccc1,C37H20BF10P,696.333,49,1,0,0,0,B;C;F;P,1,1,0,0,0,True
138,Cc1cc(-c2ccccc2)cc(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1P(c1ccccc1)c1ccccc1,Cc1cc(-c2ccccc2)cc(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1P(c1ccccc1)c1ccccc1,keep,True,True,Cc1cc(-c2ccccc2)cc(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1P(c1ccccc1)c1ccccc1,C37H20BCl10P,860.883,49,1,0,0,0,B;C;Cl;P,1,1,0,0,0,True
139,Cc1cc(C)c(-c2cc(C)c(P(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)c(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)c2)c(C)c1,Cc1cc(C)c(-c2cc(C)c(P(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)c(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)c2)c(C)c1,keep,True,True,Cc1cc(C)c(-c2cc(C)c(P(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)c(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)c2)c(C)c1,C46H38BF10P,822.576,58,1,0,0,0,B;C;F;P,1,1,0,0,0,True
140,Cc1cc(C)c(-c2cc(C)c(P(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)c(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c2)c(C)c1,Cc1cc(C)c(-c2cc(C)c(P(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)c(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c2)c(C)c1,keep,True,True,Cc1cc(C)c(-c2cc(C)c(P(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)c(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c2)c(C)c1,C46H38BCl10P,987.126,58,1,0,0,0,B;C;Cl;P,1,1,0,0,0,True
141,CC(C)(C)P(CB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(C)(C)C,CC(C)(C)P(CB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(C)(C)C,keep,True,True,CC(C)(C)P(CB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(C)(C)C,C25H26BF12P,596.245,39,1,0,0,0,B;C;F;P,1,1,0,0,0,True
142,CC(=CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)CP(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C,CC(=CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)CP(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C,keep,True,True,CC(=CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)CP(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C,C35H30BF10P,682.391,47,1,0,0,0,B;C;F;P,1,1,0,0,0,True
143,CC(=CCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)CP(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C,CC(=CCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)CP(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C,keep,True,True,CC(=CCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)CP(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C,C35H30BCl10P,846.941,47,1,0,0,0,B;C;Cl;P,1,1,0,0,0,True
144,CC(=CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)CP(c1ccccc1)c1ccccc1,CC(=CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)CP(c1ccccc1)c1ccccc1,keep,True,True,CC(=CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)CP(c1ccccc1)c1ccccc1,C29H18BF10P,598.229,41,1,0,0,0,B;C;F;P,1,1,0,0,0,True
145,CC(=CCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)CP(c1ccccc1)c1ccccc1,CC(=CCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)CP(c1ccccc1)c1ccccc1,keep,True,True,CC(=CCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)CP(c1ccccc1)c1ccccc1,C29H18BCl10P,762.779,41,1,0,0,0,B;C;Cl;P,1,1,0,0,0,True
146,CC(=CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)CP(C(C)(C)C)C(C)(C)C,CC(=CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)CP(C(C)(C)C)C(C)(C)C,keep,True,True,CC(=CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)CP(C(C)(C)C)C(C)(C)C,C25H26BF10P,558.249,37,1,0,0,0,B;C;F;P,1,1,0,0,0,True
147,CC(=CCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)CP(C(C)(C)C)C(C)(C)C,CC(=CCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)CP(C(C)(C)C)C(C)(C)C,keep,True,True,CC(=CCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)CP(C(C)(C)C)C(C)(C)C,C25H26BCl10P,722.799,37,1,0,0,0,B;C;Cl;P,1,1,0,0,0,True
148,Cc1cc(C)c(P(CCB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)CCB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,Cc1cc(C)c(P(CCB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)CCB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,keep,True,True,Cc1cc(C)c(P(CCB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)CCB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,C37H19B2F20P,896.117,60,1,0,0,0,B;C;F;P,2,1,0,0,0,True
149,Cc1cc(C)c(P(CCB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)CCB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,Cc1cc(C)c(P(CCB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)CCB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,keep,True,True,Cc1cc(C)c(P(CCB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)CCB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,C37H19B2Cl20P,1225.217,60,1,0,0,0,B;C;Cl;P,2,1,0,0,0,True
150,Fc1c(F)c(F)c(B(CCP(CCB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,Fc1c(F)c(F)c(B(CCP(CCB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,keep,True,True,Fc1c(F)c(F)c(B(CCP(CCB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,C34H13B2F20P,854.036,57,1,0,0,0,B;C;F;P,2,1,0,0,0,True
151,Clc1c(Cl)c(Cl)c(B(CCP(CCB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(B(CCP(CCB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,keep,True,True,Clc1c(Cl)c(Cl)c(B(CCP(CCB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,C34H13B2Cl20P,1183.136,57,1,0,0,0,B;C;Cl;P,2,1,0,0,0,True
152,Cc1cc(C)c(B(c2ccccc2P(C2CCCCC2)C2CCCCC2)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(B(c2ccccc2P(C2CCCCC2)C2CCCCC2)c2c(C)cc(C)cc2C)c(C)c1,keep,True,True,Cc1cc(C)c(B(c2ccccc2P(C2CCCCC2)C2CCCCC2)c2c(C)cc(C)cc2C)c(C)c1,C36H48BP,522.566,38,1,0,0,0,B;C;P,1,1,0,0,0,True
153,c1ccc(B(c2ccccc2)c2ccccc2P(C2CCCCC2)C2CCCCC2)cc1,c1ccc(B(c2ccccc2)c2ccccc2P(C2CCCCC2)C2CCCCC2)cc1,keep,True,True,c1ccc(B(c2ccccc2)c2ccccc2P(C2CCCCC2)C2CCCCC2)cc1,C30H36BP,438.404,32,1,0,0,0,B;C;P,1,1,0,0,0,True
154,Cc1cc(C)c(B(c2cccc3c2-c2c-3cccc2P(c2ccccc2)c2ccccc2)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(B(c2cccc3c2-c2c-3cccc2P(c2ccccc2)c2ccccc2)c2c(C)cc(C)cc2C)c(C)c1,keep,True,True,Cc1cc(C)c(B(c2cccc3c2-c2c-3cccc2P(c2ccccc2)c2ccccc2)c2c(C)cc(C)cc2C)c(C)c1,C42H38BP,584.552,44,1,0,0,0,B;C;P,1,1,0,0,0,True
155,c1ccc(B(c2ccccc2)c2cccc3c2-c2c-3cccc2P(c2ccccc2)c2ccccc2)cc1,c1ccc(B(c2ccccc2)c2cccc3c2-c2c-3cccc2P(c2ccccc2)c2ccccc2)cc1,keep,True,True,c1ccc(B(c2ccccc2)c2cccc3c2-c2c-3cccc2P(c2ccccc2)c2ccccc2)cc1,C36H26BP,500.39,38,1,0,0,0,B;C;P,1,1,0,0,0,True
156,Cc1cc(C)c(B(c2cccc3c2-c2c-3cccc2P(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(B(c2cccc3c2-c2c-3cccc2P(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,keep,True,True,Cc1cc(C)c(B(c2cccc3c2-c2c-3cccc2P(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,C48H50BP,668.714,50,1,0,0,0,B;C;P,1,1,0,0,0,True
157,Cc1cc(C)c(P(c2cccc3c2-c2c(B(c4c(F)c(F)c(F)c(F)c4F)c4c(F)c(F)c(F)c(F)c4F)cccc2-3)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P(c2cccc3c2-c2c(B(c4c(F)c(F)c(F)c(F)c4F)c4c(F)c(F)c(F)c(F)c4F)cccc2-3)c2c(C)cc(C)cc2C)c(C)c1,keep,True,True,Cc1cc(C)c(P(c2cccc3c2-c2c(B(c4c(F)c(F)c(F)c(F)c4F)c4c(F)c(F)c(F)c(F)c4F)cccc2-3)c2c(C)cc(C)cc2C)c(C)c1,C42H28BF10P,764.452,54,1,0,0,0,B;C;F;P,1,1,0,0,0,True
158,Cc1cc(C)c(P(c2cccc3c2-c2c(B(c4c(Cl)c(Cl)c(Cl)c(Cl)c4Cl)c4c(Cl)c(Cl)c(Cl)c(Cl)c4Cl)cccc2-3)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P(c2cccc3c2-c2c(B(c4c(Cl)c(Cl)c(Cl)c(Cl)c4Cl)c4c(Cl)c(Cl)c(Cl)c(Cl)c4Cl)cccc2-3)c2c(C)cc(C)cc2C)c(C)c1,keep,True,True,Cc1cc(C)c(P(c2cccc3c2-c2c(B(c4c(Cl)c(Cl)c(Cl)c(Cl)c4Cl)c4c(Cl)c(Cl)c(Cl)c(Cl)c4Cl)cccc2-3)c2c(C)cc(C)cc2C)c(C)c1,C42H28BCl10P,929.002,54,1,0,0,0,B;C;Cl;P,1,1,0,0,0,True
159,Fc1c(F)c(F)c(B(c2cccc3c2-c2c-3cccc2P(c2ccccc2)c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,Fc1c(F)c(F)c(B(c2cccc3c2-c2c-3cccc2P(c2ccccc2)c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,keep,True,True,Fc1c(F)c(F)c(B(c2cccc3c2-c2c-3cccc2P(c2ccccc2)c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,C36H16BF10P,680.29,48,1,0,0,0,B;C;F;P,1,1,0,0,0,True
160,Clc1c(Cl)c(Cl)c(B(c2cccc3c2-c2c-3cccc2P(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(B(c2cccc3c2-c2c-3cccc2P(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,keep,True,True,Clc1c(Cl)c(Cl)c(B(c2cccc3c2-c2c-3cccc2P(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,C36H16BCl10P,844.84,48,1,0,0,0,B;C;Cl;P,1,1,0,0,0,True
161,Cc1cc(C)c(P(Bc2c(C(F)(F)F)cc(C(F)(F)F)cc2C(F)(F)F)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P(Bc2c(C(F)(F)F)cc(C(F)(F)F)cc2C(F)(F)F)c2c(C)cc(C)cc2C)c(C)c1,keep,True,True,Cc1cc(C)c(P(Bc2c(C(F)(F)F)cc(C(F)(F)F)cc2C(F)(F)F)c2c(C)cc(C)cc2C)c(C)c1,C27H25BF9P,562.265,38,1,0,0,0,B;C;F;P,1,1,0,0,0,True
162,FC(F)(F)c1cc(C(F)(F)F)c(BP(c2ccccc2)c2ccccc2)c(C(F)(F)F)c1,FC(F)(F)c1cc(C(F)(F)F)c(BP(c2ccccc2)c2ccccc2)c(C(F)(F)F)c1,keep,True,True,FC(F)(F)c1cc(C(F)(F)F)c(BP(c2ccccc2)c2ccccc2)c(C(F)(F)F)c1,C21H13BF9P,478.103,32,1,0,0,0,B;C;F;P,1,1,0,0,0,True
163,Cc1cc(C)c(P2CCB(c3c(F)c(F)c(F)c(F)c3F)C2C)c(C)c1,Cc1cc(C)c(P2CCB(c3c(F)c(F)c(F)c(F)c3F)C2C)c(C)c1,keep,True,True,Cc1cc(C)c(P2CCB(c3c(F)c(F)c(F)c(F)c3F)C2C)c(C)c1,C19H19BF5P,384.137,26,1,0,0,2,B;C;F;P,1,1,0,0,0,True
164,Cc1cc(C)c(P2CCB(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)C2C)c(C)c1,Cc1cc(C)c(P2CCB(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)C2C)c(C)c1,keep,True,True,Cc1cc(C)c(P2CCB(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)C2C)c(C)c1,C19H19BCl5P,466.412,26,1,0,0,2,B;C;Cl;P,1,1,0,0,0,True
165,CC1B(c2c(F)c(F)c(F)c(F)c2F)CCP1c1ccccc1,CC1B(c2c(F)c(F)c(F)c(F)c2F)CCP1c1ccccc1,keep,True,True,CC1B(c2c(F)c(F)c(F)c(F)c2F)CCP1c1ccccc1,C16H13BF5P,342.056,23,1,0,0,2,B;C;F;P,1,1,0,0,0,True
166,CC1B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)CCP1c1ccccc1,CC1B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)CCP1c1ccccc1,keep,True,True,CC1B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)CCP1c1ccccc1,C16H13BCl5P,424.331,23,1,0,0,2,B;C;Cl;P,1,1,0,0,0,True
167,Cc1cc(C)c(C(=C2B(c3c(F)c(F)c(F)c(F)c3F)C(c3c(F)c(F)c(F)c(F)c3F)=C([Si](C)(C)C)c3ccccc32)P(c2c(C)cc(C)cc2C)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,Cc1cc(C)c(C(=C2B(c3c(F)c(F)c(F)c(F)c3F)C(c3c(F)c(F)c(F)c(F)c3F)=C([Si](C)(C)C)c3ccccc32)P(c2c(C)cc(C)cc2C)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,keep,True,True,Cc1cc(C)c(C(=C2B(c3c(F)c(F)c(F)c(F)c3F)C(c3c(F)c(F)c(F)c(F)c3F)=C([Si](C)(C)C)c3ccccc32)P(c2c(C)cc(C)cc2C)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,C49H35BF15PSi,978.661,67,1,0,0,1,B;C;F;P;Si,1,1,0,0,1,True
168,Cc1cc(C)c(C(=C2B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)C(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)=C([Si](C)(C)C)c3ccccc32)P(c2c(C)cc(C)cc2C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,Cc1cc(C)c(C(=C2B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)C(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)=C([Si](C)(C)C)c3ccccc32)P(c2c(C)cc(C)cc2C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,keep,True,True,Cc1cc(C)c(C(=C2B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)C(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)=C([Si](C)(C)C)c3ccccc32)P(c2c(C)cc(C)cc2C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,C49H35BCl15PSi,1225.486,67,1,0,0,1,B;C;Cl;P;Si,1,1,0,0,1,True
169,C[Si](C)(C)C1=C(c2c(F)c(F)c(F)c(F)c2F)B(c2c(F)c(F)c(F)c(F)c2F)C(=C(c2ccccc2)P(c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c2ccccc21,C[Si](C)(C)C1=C(c2c(F)c(F)c(F)c(F)c2F)B(c2c(F)c(F)c(F)c(F)c2F)C(=C(c2ccccc2)P(c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c2ccccc21,keep,True,True,C[Si](C)(C)C1=C(c2c(F)c(F)c(F)c(F)c2F)B(c2c(F)c(F)c(F)c(F)c2F)C(=C(c2ccccc2)P(c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c2ccccc21,C43H23BF15PSi,894.499,61,1,0,0,1,B;C;F;P;Si,1,1,0,0,1,True
170,C[Si](C)(C)C1=C(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C(=C(c2ccccc2)P(c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2ccccc21,C[Si](C)(C)C1=C(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C(=C(c2ccccc2)P(c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2ccccc21,keep,True,True,C[Si](C)(C)C1=C(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C(=C(c2ccccc2)P(c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2ccccc21,C43H23BCl15PSi,1141.324,61,1,0,0,1,B;C;Cl;P;Si,1,1,0,0,1,True
171,Cc1cc(C)c(PC(=CC(C)(C)C)B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,Cc1cc(C)c(PC(=CC(C)(C)C)B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,keep,True,True,Cc1cc(C)c(PC(=CC(C)(C)C)B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,C27H22BF10P,578.239,39,1,0,0,1,B;C;F;P,1,1,0,0,0,True
172,Cc1cc(C)c(PC(=CC(C)(C)C)B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,Cc1cc(C)c(PC(=CC(C)(C)C)B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,keep,True,True,Cc1cc(C)c(PC(=CC(C)(C)C)B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,C27H22BCl10P,742.789,39,1,0,0,1,B;C;Cl;P,1,1,0,0,0,True
173,CC(C)(C)C=C(Pc1ccccc1)B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,CC(C)(C)C=C(Pc1ccccc1)B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,keep,True,True,CC(C)(C)C=C(Pc1ccccc1)B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,C24H16BF10P,536.158,36,1,0,0,1,B;C;F;P,1,1,0,0,0,True
