smiles,canonical_smiles,curation_status
Cc1cc(C)c(C(N2CCCCC2)C(C)(C)B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,Cc1cc(C)c(C(N2CCCCC2)C(C)(C)B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,keep
Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)C2CCCCC2N2CCCCC2)c(F)c1F,Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)C2CCCCC2N2CCCCC2)c(F)c1F,keep
Clc1c(Cl)c(Cl)c(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C2CCCCC2N2CCCCC2)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C2CCCCC2N2CCCCC2)c(Cl)c1Cl,keep
Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)C2CCCCC2N2CCCC2)c(F)c1F,Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)C2CCCCC2N2CCCC2)c(F)c1F,keep
Clc1c(Cl)c(Cl)c(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C2CCCCC2N2CCCC2)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C2CCCCC2N2CCCC2)c(Cl)c1Cl,keep
CC(C)c1cccc2c1N(Cc1ccccc1B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)C(c1ccccc1)C2(C)C,CC(C)c1cccc2c1N(Cc1ccccc1B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)C(c1ccccc1)C2(C)C,keep
CC(C)c1cccc2c1N(Cc1ccccc1B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(c1ccccc1)C2(C)C,CC(C)c1cccc2c1N(Cc1ccccc1B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(c1ccccc1)C2(C)C,keep
Cc1cc(C)c(C2N(Cc3ccccc3B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)c3c(C(C)C)cccc3C2(C)C)c(C)c1,Cc1cc(C)c(C2N(Cc3ccccc3B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)c3c(C(C)C)cccc3C2(C)C)c(C)c1,keep
Cc1cc(C)c(C2N(Cc3ccccc3B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(C(C)C)cccc3C2(C)C)c(C)c1,Cc1cc(C)c(C2N(Cc3ccccc3B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(C(C)C)cccc3C2(C)C)c(C)c1,keep
CN(C)c1ccccc1B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,CN(C)c1ccccc1B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,keep
CN(C)c1ccccc1B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CN(C)c1ccccc1B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,keep
Cc1cc(C)c(B(c2ccccc2N(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(B(c2ccccc2N(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,keep
c1ccc(B(c2ccccc2)c2ccccc2N(c2ccccc2)c2ccccc2)cc1,c1ccc(B(c2ccccc2)c2ccccc2N(c2ccccc2)c2ccccc2)cc1,keep
Cc1cc(C)c(N(c2ccccc2B(c2cc(C)c(C)cc2C)c2cc(C)cc(C)c2C)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(N(c2ccccc2B(c2cc(C)c(C)cc2C)c2cc(C)cc(C)c2C)c2c(C)cc(C)cc2C)c(C)c1,keep
Cc1cc(C)c(N(c2ccccc2)c2ccccc2B(c2cc(C)c(C)cc2C)c2cc(C)cc(C)c2C)c(C)c1,Cc1cc(C)c(N(c2ccccc2)c2ccccc2B(c2cc(C)c(C)cc2C)c2cc(C)cc(C)c2C)c(C)c1,keep
CC1(C)C2CCC1C(N1CCCCC1)C2B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,CC1(C)C2CCC1C(N1CCCCC1)C2B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,keep
CC1(C)C2CCC1C(N1CCCCC1)C2B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CC1(C)C2CCC1C(N1CCCCC1)C2B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,keep
Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)C2CCCC2N2CCCCC2)c(F)c1F,Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)C2CCCC2N2CCCCC2)c(F)c1F,keep
Clc1c(Cl)c(Cl)c(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C2CCCC2N2CCCCC2)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C2CCCC2N2CCCCC2)c(Cl)c1Cl,keep
CC1(C)COCC(C)(C)N1Cc1ccccc1B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,CC1(C)COCC(C)(C)N1Cc1ccccc1B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,keep
CC1(C)COCC(C)(C)N1Cc1ccccc1B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CC1(C)COCC(C)(C)N1Cc1ccccc1B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,keep
CC1(C)c2ccccc2N(Cc2ccccc2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)C1c1ccccc1,CC1(C)c2ccccc2N(Cc2ccccc2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)C1c1ccccc1,keep
CC1(C)c2ccccc2N(Cc2ccccc2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C1c1ccccc1,CC1(C)c2ccccc2N(Cc2ccccc2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C1c1ccccc1,keep
Cc1cc(C)c(C2N(Cc3ccccc3B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)c3ccccc3C2(C)C)c(C)c1,Cc1cc(C)c(C2N(Cc3ccccc3B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)c3ccccc3C2(C)C)c(C)c1,keep
Cc1cc(C)c(C2N(Cc3ccccc3B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3ccccc3C2(C)C)c(C)c1,Cc1cc(C)c(C2N(Cc3ccccc3B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3ccccc3C2(C)C)c(C)c1,keep
CC1CC(C)(C)N(Cc2ccccc2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2ccccc21,CC1CC(C)(C)N(Cc2ccccc2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2ccccc21,keep
CC1CC(C)(C)N(Cc2ccccc2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2ccccc21,CC1CC(C)(C)N(Cc2ccccc2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2ccccc21,keep
CC(C)C1CCC2(C)c3ccccc3N(Cc3ccccc3B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)C2(c2ccccc2)C1,CC(C)C1CCC2(C)c3ccccc3N(Cc3ccccc3B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)C2(c2ccccc2)C1,keep
CC(C)C1CCC2(C)c3ccccc3N(Cc3ccccc3B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)C2(c2ccccc2)C1,CC(C)C1CCC2(C)c3ccccc3N(Cc3ccccc3B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)C2(c2ccccc2)C1,keep
Cc1cc(C)c(C23CC(C(C)C)CCC2(C)c2ccccc2N3Cc2ccccc2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,Cc1cc(C)c(C23CC(C(C)C)CCC2(C)c2ccccc2N3Cc2ccccc2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,keep
Cc1cc(C)c(C23CC(C(C)C)CCC2(C)c2ccccc2N3Cc2ccccc2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,Cc1cc(C)c(C23CC(C(C)C)CCC2(C)c2ccccc2N3Cc2ccccc2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,keep
CC1(C)CCCC(C)(C)N1c1ccccc1B1C2CCCC1CCC2,CC1(C)CCCC(C)(C)N1c1ccccc1B1C2CCCC1CCC2,keep
CC(C)N(C)c1ccc2ccccc2c1-c1c(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)ccc2ccccc12,CC(C)N(C)c1ccc2ccccc2c1-c1c(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)ccc2ccccc12,keep
CC(C)N(C)c1ccc2ccccc2c1-c1c(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)ccc2ccccc12,CC(C)N(C)c1ccc2ccccc2c1-c1c(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)ccc2ccccc12,keep
Cc1cccc(CB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)n1,Cc1cccc(CB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)n1,keep
Cc1cccc(CB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)n1,Cc1cccc(CB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)n1,keep
Fc1c(F)c(F)c(B(Cc2ccccn2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,Fc1c(F)c(F)c(B(Cc2ccccn2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,keep
Clc1c(Cl)c(Cl)c(B(Cc2ccccn2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(B(Cc2ccccn2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,keep
Cc1cc(N(C)C)cc(CB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)n1,Cc1cc(N(C)C)cc(CB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)n1,keep
Cc1cc(N(C)C)cc(CB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)n1,Cc1cc(N(C)C)cc(CB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)n1,keep
CC(C)(C)c1cccc(CCCCB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)n1,CC(C)(C)c1cccc(CCCCB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)n1,keep
CC(C)(C)c1cccc(CCCCB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)n1,CC(C)(C)c1cccc(CCCCB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)n1,keep
Bc1ccccc1N1C(C)(C)CCCC1(C)C,Bc1ccccc1N1C(C)(C)CCCC1(C)C,keep
CC1(C)CCCC(C)(C)N1c1ccccc1B(Cl)Cl,CC1(C)CCCC(C)(C)N1c1ccccc1B(Cl)Cl,keep
CC1(C)CCCC(C)(C)N1c1ccccc1BCl,CC1(C)CCCC(C)(C)N1c1ccccc1BCl,keep
CC1(C)CCCC(C)(C)N1c1ccccc1B(Cl)c1c(F)c(F)c(F)c(F)c1F,CC1(C)CCCC(C)(C)N1c1ccccc1B(Cl)c1c(F)c(F)c(F)c(F)c1F,keep
CC1(C)CCCC(C)(C)N1c1ccccc1B(Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CC1(C)CCCC(C)(C)N1c1ccccc1B(Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,keep
CN(C)c1ccccc1B(Cl)Cl,CN(C)c1ccccc1B(Cl)Cl,keep
Bc1ccccc1N(C)C,Bc1ccccc1N(C)C,keep
CC(C)C1CCCC(C(C)C)N1CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,CC(C)C1CCCC(C(C)C)N1CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,keep
CC(C)C1CCCC(C(C)C)N1CCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CC(C)C1CCCC(C(C)C)N1CCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,keep
CC(C)C1CCCC(C(C)C)N1C(C)CB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,CC(C)C1CCCC(C(C)C)N1C(C)CB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,keep
CC(C)C1CCCC(C(C)C)N1C(C)CB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CC(C)C1CCCC(C(C)C)N1C(C)CB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,keep
CC1CCCC(C)N1CCCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,CC1CCCC(C)N1CCCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,keep
CC1CCCC(C)N1CCCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CC1CCCC(C)N1CCCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,keep
CC(C)(C)c1cccc(OB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)n1,CC(C)(C)c1cccc(OB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)n1,keep
CC(C)(C)c1cccc(OB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)n1,CC(C)(C)c1cccc(OB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)n1,keep
CCC[CH2][Al]([CH2]CCC)[C](=CN1CCN(C)CC1)[Si](C)(C)C,CCC[CH2][Al]([CH2]CCC)[C](=CN1CCN(C)CC1)[Si](C)(C)C,keep
CC(C)(C)C=[C](Pc1ccccc1)[Al]([CH]([Si](C)(C)C)[Si](C)(C)C)[CH]([Si](C)(C)C)[Si](C)(C)C,CC(C)(C)C=[C](Pc1ccccc1)[Al]([CH]([Si](C)(C)C)[Si](C)(C)C)[CH]([Si](C)(C)C)[Si](C)(C)C,keep
C[CH2][Al]([CH2]C)[C](=CC(C)(C)C)P(CC)c1ccccc1,C[CH2][Al]([CH2]C)[C](=CC(C)(C)C)P(CC)c1ccccc1,keep
C[CH2][Al]([CH2]C)[C](=CC(C)(C)C)P(CC)c1c(C)cc(C)cc1C,C[CH2][Al]([CH2]C)[C](=CC(C)(C)C)P(CC)c1c(C)cc(C)cc1C,keep
Cc1cc(C)c(P([C](=CC(C)(C)C)[Al]([C](C)(C)C)[C](C)(C)C)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P([C](=CC(C)(C)C)[Al]([C](C)(C)C)[C](C)(C)C)c2c(C)cc(C)cc2C)c(C)c1,keep
CC(C)(C)C=[C]([Al]([C](C)(C)C)[C](C)(C)C)P(c1ccccc1)c1ccccc1,CC(C)(C)C=[C]([Al]([C](C)(C)C)[C](C)(C)C)P(c1ccccc1)c1ccccc1,keep
Cc1cc(C)c(P([C](=Cc2ccccc2)[Al]([C](C)(C)C)[C](C)(C)C)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P([C](=Cc2ccccc2)[Al]([C](C)(C)C)[C](C)(C)C)c2c(C)cc(C)cc2C)c(C)c1,keep
C[C](C)(C)[Al]([C](=Cc1ccccc1)P(c1ccccc1)c1ccccc1)[C](C)(C)C,C[C](C)(C)[Al]([C](=Cc1ccccc1)P(c1ccccc1)c1ccccc1)[C](C)(C)C,keep
Cc1cc(C)c(C=[C]([Al]([C](C)(C)C)[C](C)(C)C)P(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(C=[C]([Al]([C](C)(C)C)[C](C)(C)C)P(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,keep
Cc1cc(C)c(P([C](=Cc2ccccc2)[Al]([CH2]C(C)(C)C)[CH2]C(C)(C)C)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P([C](=Cc2ccccc2)[Al]([CH2]C(C)(C)C)[CH2]C(C)(C)C)c2c(C)cc(C)cc2C)c(C)c1,keep
CC(C)(C)[CH2][Al]([CH2]C(C)(C)C)[C](=Cc1ccccc1)P(c1ccccc1)c1ccccc1,CC(C)(C)[CH2][Al]([CH2]C(C)(C)C)[C](=Cc1ccccc1)P(c1ccccc1)c1ccccc1,keep
Cc1cc(C)c(C=[C]([Al]([CH2]C(C)(C)C)[CH2]C(C)(C)C)P(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(C=[C]([Al]([CH2]C(C)(C)C)[CH2]C(C)(C)C)P(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,keep
CC[C](=C(CC)P(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C)[Al]([C](C)(C)C)[C](C)(C)C,CC[C](=C(CC)P(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C)[Al]([C](C)(C)C)[C](C)(C)C,keep
CC[C](=C(CC)P(c1ccccc1)c1ccccc1)[Al]([C](C)(C)C)[C](C)(C)C,CC[C](=C(CC)P(c1ccccc1)c1ccccc1)[Al]([C](C)(C)C)[C](C)(C)C,keep
CN1c2c(B(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cccc2C(C)(C)c2cccc(B(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c21,CN1c2c(B(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cccc2C(C)(C)c2cccc(B(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c21,keep
CN1c2c(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)cccc2C(C)(C)c2cccc(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)c21,CN1c2c(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)cccc2C(C)(C)c2cccc(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)c21,keep
CN1c2c(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)cccc2C(C)(C)c2cccc(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c21,CN1c2c(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)cccc2C(C)(C)c2cccc(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c21,keep
ClB(c1ccccc1Cl)c1ccccc1P(C1CCCCC1)C1CCCCC1,ClB(c1ccccc1Cl)c1ccccc1P(C1CCCCC1)C1CCCCC1,keep
Clc1cccc(Cl)c1B(c1ccccc1P(C1CCCCC1)C1CCCCC1)c1c(Cl)cccc1Cl,Clc1cccc(Cl)c1B(c1ccccc1P(C1CCCCC1)C1CCCCC1)c1c(Cl)cccc1Cl,keep
